"id","private","size","nace","region","single_shift"
"j_720",1,"L","K.L","32",TRUE
"j_721",1,"M","K.L","32",TRUE
"j_722",1,"M","K.L","12",TRUE
"j_723",1,"L","K.L","12",TRUE
"j_724",1,"M","K.L","06",TRUE
"j_725",1,"L","K.L","06",TRUE
"j_726",1,"M","K.L","10",FALSE
"j_727",1,"M","K.L","28",TRUE
"j_728",1,"L","K.L","28",TRUE
"j_729",1,"L","K.L","30",TRUE
"j_730",1,"M","K.L","30",TRUE
"j_731",1,"L","K.L","18",TRUE
"j_732",1,"S","K.L","14",FALSE
"j_733",1,"L","K.L","14",TRUE
"j_734",1,"L","K.L","02",TRUE
"j_735",1,"L","K.L","02",TRUE
"j_736",1,"L","K.L","02",TRUE
"j_737",1,"M","K.L","02",TRUE
"j_738",1,"M","K.L","02",TRUE
"j_739",1,"L","K.L","04",TRUE
"j_740",1,"L","K.L","04",TRUE
"j_741",1,"M","K.L","22",TRUE
"j_742",1,"L","K.L","22",FALSE
"j_743",1,"L","K.L","32",TRUE
"j_744",1,"L","K.L","06",FALSE
"j_745",1,"L","K.L","10",FALSE
"j_746",1,"L","K.L","10",TRUE
"j_747",1,"L","K.L","30",FALSE
"j_748",1,"M","K.L","18",TRUE
"j_749",1,"L","K.L","14",TRUE
"j_750",1,"L","K.L","14",TRUE
"j_751",1,"M","K.L","08",TRUE
"j_752",1,"L","C","20",FALSE
"j_753",0,"L","O","24",TRUE
"j_754",0,"L","O","28",TRUE
"j_755",0,"L","O","22",TRUE
"j_756",0,"L","O","24",TRUE
"j_757",0,"L","O","06",TRUE
"j_758",0,"L","O","10",TRUE
"j_759",0,"L","O","28",TRUE
"j_760",0,"L","O","28",TRUE
"j_761",0,"L","O","28",TRUE
"j_762",0,"L","O","18",TRUE
"j_763",0,"L","O","02",TRUE
"j_764",0,"L","O","24",TRUE
"j_765",0,"L","O","28",TRUE
"j_766",0,"L","O","32",FALSE
"j_767",0,"L","O","04",TRUE
"j_768",0,"L","O","32",TRUE
"j_769",0,"L","O","10",TRUE
"j_770",0,"M","O","02",TRUE
"j_771",0,"L","O","04",TRUE
"j_772",0,"L","O","30",TRUE
"j_773",0,"L","O","04",TRUE
"j_774",0,"L","O","04",TRUE
"j_775",0,"L","O","04",FALSE
"j_776",0,"M","O","04",TRUE
"j_777",0,"L","O","14",TRUE
"j_778",0,"L","O","26",FALSE
"j_779",0,"M","O","30",TRUE
"j_780",0,"M","O","30",TRUE
"j_781",0,"L","O","32",TRUE
"j_782",0,"L","O","32",TRUE
"j_783",0,"M","O","32",TRUE
"j_784",0,"L","O","14",TRUE
"j_785",0,"L","O","14",TRUE
"j_786",0,"M","O","14",TRUE
"j_787",0,"M","O","02",TRUE
"j_788",0,"L","O","04",FALSE
"j_789",0,"L","O","04",TRUE
"j_790",0,"L","O","32",FALSE
"j_791",0,"L","O","32",TRUE
"j_792",0,"L","O","28",TRUE
"j_793",0,"L","O","28",TRUE
"j_794",0,"L","O","28",TRUE
"j_795",0,"L","O","18",TRUE
"j_796",0,"L","O","32",FALSE
"j_797",0,"L","O","04",TRUE
"j_798",0,"M","O","04",FALSE
"j_799",0,"L","O","12",TRUE
"j_800",0,"L","O","32",TRUE
"j_801",0,"M","O","28",TRUE
"j_802",0,"L","O","04",TRUE
"j_803",0,"M","O","04",TRUE
"j_804",0,"L","O","04",TRUE
"j_805",0,"M","O","28",TRUE
"j_806",0,"L","O","26",TRUE
"j_807",0,"M","O","14",TRUE
"j_808",0,"L","O","10",TRUE
"j_809",0,"L","O","10",TRUE
"j_810",0,"M","O","10",TRUE
"j_811",0,"M","O","28",TRUE
"j_812",0,"M","O","28",TRUE
"j_813",0,"M","O","30",TRUE
"j_814",0,"L","O","30",TRUE
"j_815",0,"L","O","18",TRUE
"j_816",0,"M","O","14",TRUE
"j_817",0,"M","O","14",TRUE
"j_818",0,"M","O","28",TRUE
"j_819",0,"L","O","22",TRUE
"j_820",0,"M","Q","04",TRUE
"j_821",0,"L","O","14",TRUE
"j_822",0,"M","O","14",TRUE
"j_823",0,"L","O","10",TRUE
"j_824",0,"M","O","26",TRUE
"j_825",0,"M","O","28",TRUE
"j_826",0,"L","O","28",TRUE
"j_827",0,"M","O","28",TRUE
"j_828",0,"L","O","02",TRUE
"j_829",0,"L","O","04",TRUE
"j_830",0,"M","O","04",TRUE
"j_831",0,"M","O","04",FALSE
"j_832",0,"L","O","22",TRUE
"j_833",0,"M","O","12",TRUE
"j_834",0,"L","O","06",TRUE
"j_835",0,"M","O","06",TRUE
"j_836",0,"L","O","28",TRUE
"j_837",0,"M","O","28",TRUE
"j_838",0,"L","O","18",TRUE
"j_839",0,"M","O","02",TRUE
"j_840",0,"M","O","08",TRUE
"j_841",0,"M","O","28",TRUE
"j_842",0,"M","O","20",TRUE
"j_843",0,"M","O","24",TRUE
"j_844",0,"L","O","10",TRUE
"j_845",0,"M","O","26",TRUE
"j_846",0,"M","O","22",TRUE
"j_847",0,"L","O","10",TRUE
"j_848",0,"M","O","18",TRUE
"j_849",0,"M","O","18",TRUE
"j_850",0,"M","O","14",TRUE
"j_851",0,"M","O","22",TRUE
"j_852",0,"M","O","04",TRUE
"j_853",0,"M","O","14",TRUE
"j_854",0,"M","O","14",TRUE
"j_855",0,"M","O","18",TRUE
"j_856",0,"L","O","18",TRUE
"j_857",0,"M","O","14",TRUE
"j_858",0,"L","O","14",TRUE
"j_859",0,"M","O","08",TRUE
"j_860",0,"M","O","20",TRUE
"j_861",0,"L","O","04",TRUE
"j_862",0,"M","O","22",TRUE
"j_863",0,"M","O","22",TRUE
"j_864",0,"M","O","14",TRUE
"j_865",0,"M","O","28",TRUE
"j_866",0,"M","O","30",TRUE
"j_867",0,"M","O","14",TRUE
"j_868",0,"M","O","06",TRUE
"j_869",0,"M","O","16",TRUE
"j_870",0,"M","O","30",TRUE
"j_871",0,"L","O","30",TRUE
"j_872",0,"M","O","18",TRUE
"j_873",0,"L","O","32",TRUE
"j_874",0,"M","O","18",TRUE
"j_875",0,"L","O","18",TRUE
"j_876",0,"M","O","02",TRUE
"j_877",0,"M","O","04",TRUE
"j_878",0,"M","O","10",TRUE
"j_879",0,"M","O","14",TRUE
"j_880",0,"M","O","20",TRUE
"j_881",0,"M","O","12",TRUE
"j_882",0,"M","O","06",TRUE
"j_883",0,"M","O","06",TRUE
"j_884",0,"M","O","06",TRUE
"j_885",0,"M","O","04",FALSE
"j_886",0,"L","O","26",TRUE
"j_887",0,"M","O","22",TRUE
"j_888",1,"L","C","24",TRUE
"j_889",0,"M","P","10",TRUE
"j_890",0,"L","Q","30",FALSE
"j_891",0,"M","P","02",TRUE
"j_892",0,"L","P","02",TRUE
"j_893",0,"M","R.S","02",TRUE
"j_894",0,"L","P","06",TRUE
"j_895",0,"M","Q","32",TRUE
"j_896",0,"L","O","22",TRUE
"j_897",1,"M","G","28",TRUE
"j_898",0,"L","P","02",TRUE
"j_899",0,"L","P","02",TRUE
"j_900",0,"L","O","22",FALSE
"j_901",0,"L","H","14",FALSE
"j_902",0,"L","H","14",FALSE
"j_903",0,"L","H","20",TRUE
"j_904",1,"L","G","02",FALSE
"j_905",0,"L","P","30",FALSE
"j_906",0,"L","P","10",TRUE
"j_907",0,"L","O","24",TRUE
"j_908",0,"L","P","02",TRUE
"j_909",0,"L","O","10",TRUE
"j_910",0,"L","P","30",TRUE
"j_911",0,"L","P","04",TRUE
"j_912",0,"L","R.S","28",FALSE
"j_913",0,"L","R.S","22",TRUE
"j_914",0,"M","Q","30",TRUE
"j_915",1,"L","G","28",FALSE
"j_916",0,"L","Q","06",FALSE
"j_917",0,"L","P","06",TRUE
"j_918",1,"L","G","18",TRUE
"j_919",0,"L","Q","30",FALSE
"j_920",0,"M","Q","24",FALSE
"j_921",0,"M","Q","24",FALSE
"j_922",0,"L","Q","24",FALSE
"j_923",0,"M","Q","24",FALSE
"j_924",0,"L","Q","24",FALSE
"j_925",0,"L","Q","24",FALSE
"j_926",0,"M","R.S","28",FALSE
"j_927",0,"L","O","28",TRUE
"j_928",0,"L","P","30",TRUE
"j_929",0,"M","P","02",FALSE
"j_930",0,"L","P","02",TRUE
"j_931",0,"L","P","02",TRUE
"j_932",0,"L","P","02",TRUE
"j_933",0,"L","P","02",TRUE
"j_934",0,"L","P","02",TRUE
"j_935",0,"L","P","02",FALSE
"j_936",0,"L","P","30",TRUE
"j_937",0,"L","P","12",TRUE
"j_938",0,"M","P","32",TRUE
"j_939",0,"L","P","02",TRUE
"j_940",0,"L","P","02",TRUE
"j_941",0,"L","P","14",TRUE
"j_942",0,"L","P","12",FALSE
"j_943",0,"L","P","02",TRUE
"j_944",0,"L","P","04",TRUE
"j_945",0,"L","P","28",TRUE
"j_946",0,"L","P","28",TRUE
"j_947",0,"L","P","24",FALSE
"j_948",0,"L","P","24",TRUE
"j_949",0,"M","P","12",TRUE
"j_950",0,"L","P","24",TRUE
"j_951",0,"L","P","20",TRUE
"j_952",0,"L","P","22",TRUE
"j_953",0,"L","P","24",FALSE
"j_954",0,"M","Q","06",FALSE
"j_955",0,"M","P","24",TRUE
"j_956",0,"M","P","16",TRUE
"j_957",0,"L","P","16",TRUE
"j_958",0,"L","P","22",TRUE
"j_959",0,"L","P","14",TRUE
"j_960",0,"M","P","24",TRUE
"j_961",0,"L","P","14",FALSE
"j_962",1,"M","K.L","28",TRUE
"j_963",1,"M","G","18",FALSE
"j_964",1,"S","N","04",TRUE
"j_965",1,"S","N","04",TRUE
"j_966",1,"M","N","30",TRUE
"j_967",1,"L","G","24",TRUE
"j_968",1,"M","G","24",FALSE
"j_969",1,"L","G","24",FALSE
"j_970",0,"M","P","22",TRUE
"j_971",1,"L","K.L","14",TRUE
"j_972",1,"S","F","28",TRUE
"j_973",0,"S","R.S","24",TRUE
"j_974",1,"L","C","10",FALSE
"j_975",0,"L","P","14",TRUE
"j_976",0,"L","P","14",TRUE
"j_977",0,"L","P","14",FALSE
"j_978",0,"M","P","24",TRUE
"j_979",0,"L","Q","18",TRUE
"j_980",1,"L","C","20",FALSE
"j_981",1,"L","C","08",FALSE
"j_982",0,"L","P","14",FALSE
"j_983",0,"M","P","02",TRUE
"j_984",0,"L","P","14",FALSE
"j_985",1,"S","F","08",TRUE
"j_986",0,"L","Q","02",FALSE
"j_987",0,"M","R.S","04",FALSE
"j_988",0,"L","P","24",TRUE
"j_989",0,"L","P","24",FALSE
"j_990",0,"L","O","30",TRUE
"j_991",1,"L","G","24",TRUE
"j_992",1,"M","K.L","04",TRUE
"j_993",0,"L","Q","22",TRUE
"j_994",0,"L","O","22",TRUE
"j_995",1,"M","G","18",FALSE
"j_996",0,"M","Q","30",FALSE
"j_997",1,"M","K.L","24",TRUE
"j_998",0,"M","Q","28",FALSE
"j_999",0,"M","P","08",TRUE
"j_1000",0,"M","P","22",FALSE
"j_1001",0,"S","R.S","28",TRUE
"j_1002",1,"L","G","06",FALSE
"j_1003",0,"L","H","14",TRUE
"j_1004",0,"L","P","30",TRUE
"j_1005",0,"M","Q","14",FALSE
"j_1006",0,"L","Q","28",FALSE
"j_1007",1,"L","G","28",FALSE
"j_1008",1,"M","G","18",TRUE
"j_1009",1,"L","C","30",TRUE
"j_1010",1,"L","G","22",FALSE
"j_1011",1,"M","G","02",FALSE
"j_1012",1,"S","K.L","32",TRUE
"j_1013",0,"M","O","04",TRUE
"j_1014",0,"M","O","04",TRUE
"j_1015",0,"M","O","04",TRUE
"j_1016",0,"S","R.S","18",TRUE
"j_1017",0,"L","P","02",TRUE
"j_1018",0,"M","D.E","16",TRUE
"j_1019",1,"L","G","10",TRUE
"j_1020",1,"M","G","10",FALSE
"j_1021",0,"M","P","04",FALSE
"j_1022",0,"L","Q","14",FALSE
"j_1023",1,"L","G","24",FALSE
"j_1024",0,"M","P","12",TRUE
"j_1025",1,"L","C","04",FALSE
"j_1026",0,"L","O","06",TRUE
"j_1027",1,"M","G","32",FALSE
"j_1028",1,"S","K.L","12",TRUE
"j_1029",0,"L","P","02",TRUE
"j_1030",1,"M","G","16",TRUE
"j_1031",1,"L","G","22",FALSE
"j_1032",0,"L","P","26",TRUE
"j_1033",0,"L","Q","14",FALSE
"j_1034",0,"M","R.S","06",TRUE
"j_1035",1,"M","G","08",FALSE
"j_1036",1,"M","G","08",FALSE
"j_1037",1,"M","C","32",FALSE
"j_1038",1,"M","G","30",FALSE
"j_1039",0,"M","D.E","26",TRUE
"j_1040",1,"L","G","20",FALSE
"j_1041",1,"M","K.L","28",TRUE
"j_1042",0,"L","Q","08",FALSE
"j_1043",0,"M","Q","04",FALSE
"j_1044",1,"L","G","26",FALSE
"j_1045",0,"L","Q","24",FALSE
"j_1046",1,"M","K.L","24",TRUE
"j_1047",1,"M","K.L","04",TRUE
"j_1048",0,"L","P","20",TRUE
"j_1049",0,"M","P","04",TRUE
"j_1050",1,"S","K.L","24",TRUE
"j_1051",0,"L","Q","06",FALSE
"j_1052",1,"L","G","10",TRUE
"j_1053",0,"L","Q","24",TRUE
"j_1054",1,"M","K.L","10",FALSE
"j_1055",1,"M","K.L","18",TRUE
"j_1056",1,"L","G","12",FALSE
"j_1057",1,"L","I","12",FALSE
"j_1058",0,"M","Q","10",TRUE
"j_1059",0,"M","P","18",TRUE
"j_1060",0,"M","P","18",TRUE
"j_1061",0,"M","P","06",TRUE
"j_1062",0,"M","P","04",TRUE
"j_1063",0,"M","P","04",TRUE
"j_1064",0,"M","P","04",TRUE
"j_1065",0,"M","P","14",TRUE
"j_1066",0,"M","P","04",TRUE
"j_1067",0,"M","P","06",TRUE
"j_1068",0,"M","P","20",TRUE
"j_1069",0,"M","P","28",TRUE
"j_1070",0,"M","P","16",FALSE
"j_1071",0,"M","P","26",TRUE
"j_1072",0,"M","P","22",TRUE
"j_1073",0,"M","P","32",TRUE
"j_1074",0,"M","P","02",TRUE
"j_1075",0,"M","P","02",TRUE
"j_1076",0,"M","P","02",TRUE
"j_1077",0,"M","P","02",TRUE
"j_1078",0,"M","P","02",TRUE
"j_1079",0,"M","P","02",TRUE
"j_1080",0,"L","P","02",TRUE
"j_1081",0,"L","P","02",TRUE
"j_1082",0,"M","P","02",TRUE
"j_1083",0,"M","P","18",TRUE
"j_1084",0,"M","P","30",TRUE
"j_1085",0,"M","P","02",TRUE
"j_1086",0,"M","P","02",TRUE
"j_1087",0,"M","P","02",TRUE
"j_1088",0,"M","P","22",TRUE
"j_1089",0,"M","P","30",TRUE
"j_1090",0,"M","P","24",TRUE
"j_1091",0,"L","P","28",TRUE
"j_1092",0,"L","P","32",TRUE
"j_1093",0,"M","P","18",TRUE
"j_1094",0,"M","P","32",TRUE
"j_1095",0,"M","P","04",TRUE
"j_1096",0,"M","P","28",TRUE
"j_1097",1,"M","C","14",TRUE
"j_1098",0,"M","P","32",TRUE
"j_1099",0,"M","P","32",TRUE
"j_1100",0,"M","P","32",TRUE
"j_1101",0,"M","P","32",FALSE
"j_1102",0,"M","P","04",TRUE
"j_1103",0,"M","P","12",TRUE
"j_1104",0,"M","P","12",TRUE
"j_1105",0,"M","Q","32",FALSE
"j_1106",0,"S","R.S","06",TRUE
"j_1107",0,"M","P","02",TRUE
"j_1108",0,"M","P","02",TRUE
"j_1109",0,"M","P","02",TRUE
"j_1110",0,"L","Q","02",FALSE
"j_1111",0,"L","Q","14",TRUE
"j_1112",1,"S","K.L","12",TRUE
"j_1113",0,"M","R.S","24",FALSE
"j_1114",0,"L","Q","30",FALSE
"j_1115",0,"M","O","24",TRUE
"j_1116",0,"L","P","02",FALSE
"j_1117",0,"L","P","16",TRUE
"j_1118",0,"M","P","04",TRUE
"j_1119",0,"M","P","04",TRUE
"j_1120",0,"L","Q","24",FALSE
"j_1121",1,"M","K.L","14",TRUE
"j_1122",1,"L","G","14",TRUE
"j_1123",1,"L","F","02",FALSE
"j_1124",0,"M","R.S","06",TRUE
"j_1125",1,"L","C","26",TRUE
"j_1126",0,"L","P","02",FALSE
"j_1127",1,"L","C","14",TRUE
"j_1128",1,"L","F","18",TRUE
"j_1129",1,"L","C","04",FALSE
"j_1130",1,"M","F","04",TRUE
"j_1131",1,"M","G","02",TRUE
"j_1132",1,"M","F","06",FALSE
"j_1133",1,"M","M","32",TRUE
"j_1134",1,"M","J","14",TRUE
"j_1135",1,"L","C","22",FALSE
"j_1136",1,"M","F","30",TRUE
"j_1137",1,"M","H","22",TRUE
"j_1138",1,"L","G","14",TRUE
"j_1139",0,"M","Q","24",FALSE
"j_1140",1,"L","C","12",FALSE
"j_1141",1,"L","C","14",FALSE
"j_1142",0,"L","P","28",TRUE
"j_1143",1,"L","I","14",TRUE
"j_1144",1,"M","C","30",TRUE
"j_1145",1,"L","C","12",FALSE
"j_1146",1,"L","C","14",TRUE
"j_1147",1,"S","F","14",TRUE
"j_1148",1,"M","C","14",TRUE
"j_1149",1,"S","G","14",TRUE
"j_1150",1,"L","G","14",TRUE
"j_1151",1,"M","C","06",FALSE
"j_1152",1,"M","C","20",FALSE
"j_1153",1,"M","G","14",FALSE
"j_1154",1,"M","K.L","20",TRUE
"j_1155",1,"M","C","20",FALSE
"j_1156",1,"S","C","24",FALSE
"j_1157",0,"L","K.L","04",TRUE
"j_1158",1,"L","C","04",FALSE
"j_1159",1,"M","F","04",TRUE
"j_1160",1,"L","C","04",FALSE
"j_1161",0,"S","Q","06",TRUE
"j_1162",1,"L","C","06",FALSE
"j_1163",1,"M","G","06",TRUE
"j_1164",1,"M","G","14",TRUE
"j_1165",1,"S","J","24",FALSE
"j_1166",1,"L","I","16",TRUE
"j_1167",1,"L","C","24",FALSE
"j_1168",1,"M","C","24",TRUE
"j_1169",1,"S","G","24",TRUE
"j_1170",1,"L","C","24",FALSE
"j_1171",1,"M","H","24",FALSE
"j_1172",1,"L","C","24",FALSE
"j_1173",0,"S","Q","24",TRUE
"j_1174",1,"M","F","28",TRUE
"j_1175",0,"L","Q","22",TRUE
"j_1176",0,"L","Q","28",TRUE
"j_1177",1,"M","C","22",TRUE
"j_1178",1,"L","C","28",FALSE
"j_1179",0,"L","Q","22",FALSE
"j_1180",0,"M","Q","22",TRUE
"j_1181",1,"L","I","22",TRUE
"j_1182",1,"S","D.E","22",TRUE
"j_1183",1,"L","C","22",FALSE
"j_1184",1,"M","C","22",TRUE
"j_1185",1,"S","K.L","22",TRUE
"j_1186",1,"S","C","22",FALSE
"j_1187",1,"M","C","22",TRUE
"j_1188",1,"M","C","22",TRUE
"j_1189",1,"S","M","22",TRUE
"j_1190",1,"M","G","22",TRUE
"j_1191",1,"M","K.L","22",TRUE
"j_1192",1,"M","C","32",FALSE
"j_1193",0,"M","Q","02",TRUE
"j_1194",0,"M","Q","02",TRUE
"j_1195",0,"M","Q","02",TRUE
"j_1196",0,"M","Q","02",TRUE
"j_1197",1,"S","G","02",TRUE
"j_1198",0,"L","P","02",TRUE
"j_1199",0,"L","Q","30",FALSE
"j_1200",1,"S","F","30",TRUE
"j_1201",1,"L","C","30",TRUE
"j_1202",1,"M","H","30",TRUE
"j_1203",1,"S","G","30",TRUE
"j_1204",1,"M","C","30",TRUE
"j_1205",1,"M","G","30",TRUE
"j_1206",1,"M","M","30",TRUE
"j_1207",0,"L","Q","24",TRUE
"j_1208",0,"M","Q","24",TRUE
"j_1209",0,"M","Q","24",TRUE
"j_1210",0,"L","Q","24",FALSE
"j_1211",1,"L","C","24",FALSE
"j_1212",0,"L","Q","24",TRUE
"j_1213",1,"M","G","24",FALSE
"j_1214",1,"L","C","24",TRUE
"j_1215",1,"M","M","24",TRUE
"j_1216",1,"M","G","24",TRUE
"j_1217",1,"M","C","24",FALSE
"j_1218",1,"M","F","24",TRUE
"j_1219",0,"M","Q","24",TRUE
"j_1220",1,"L","N","24",TRUE
"j_1221",1,"M","C","24",FALSE
"j_1222",1,"L","N","24",FALSE
"j_1223",1,"M","M","24",TRUE
"j_1224",1,"S","F","24",TRUE
"j_1225",1,"M","Q","24",FALSE
"j_1226",1,"M","G","26",TRUE
"j_1227",1,"S","N","26",TRUE
"j_1228",1,"L","C","26",FALSE
"j_1229",1,"M","C","26",FALSE
"j_1230",1,"L","C","26",TRUE
"j_1231",1,"L","G","26",TRUE
"j_1232",1,"M","G","26",FALSE
"j_1233",0,"M","Q","30",TRUE
"j_1234",1,"M","G","30",TRUE
"j_1235",0,"M","Q","32",TRUE
"j_1236",0,"M","Q","32",TRUE
"j_1237",0,"M","Q","32",TRUE
"j_1238",0,"L","Q","32",TRUE
"j_1239",0,"M","Q","32",TRUE
"j_1240",1,"M","J","14",TRUE
"j_1241",1,"M","C","32",TRUE
"j_1242",1,"S","R.S","32",TRUE
"j_1243",1,"M","C","32",FALSE
"j_1244",1,"M","F","32",TRUE
"j_1245",1,"L","C","14",FALSE
"j_1246",0,"L","P","12",FALSE
"j_1247",1,"M","C","12",TRUE
"j_1248",1,"M","K.L","12",TRUE
"j_1249",1,"M","G","12",FALSE
"j_1250",0,"L","Q","18",TRUE
"j_1251",1,"L","C","18",FALSE
"j_1252",1,"L","N","02",FALSE
"j_1253",0,"M","Q","02",TRUE
"j_1254",0,"L","Q","02",TRUE
"j_1255",0,"L","Q","02",FALSE
"j_1256",1,"M","F","02",TRUE
"j_1257",0,"M","Q","02",TRUE
"j_1258",0,"L","P","02",FALSE
"j_1259",1,"S","G","02",TRUE
"j_1260",1,"S","H","02",TRUE
"j_1261",1,"L","G","30",FALSE
"j_1262",1,"L","C","30",FALSE
"j_1263",0,"S","Q","06",TRUE
"j_1264",1,"S","G","06",TRUE
"j_1265",1,"M","R.S","06",TRUE
"j_1266",1,"L","C","06",FALSE
"j_1267",1,"M","G","06",TRUE
"j_1268",0,"L","Q","20",FALSE
"j_1269",0,"L","P","10",TRUE
"j_1270",1,"L","C","10",TRUE
"j_1271",1,"L","C","10",FALSE
"j_1272",1,"S","M","10",FALSE
"j_1273",1,"L","C","10",FALSE
"j_1274",1,"S","H","24",FALSE
"j_1275",1,"L","G","12",TRUE
"j_1276",1,"M","G","12",TRUE
"j_1277",1,"S","R.S","12",TRUE
"j_1278",0,"M","Q","28",TRUE
"j_1279",1,"L","G","28",FALSE
"j_1280",0,"M","Q","28",TRUE
"j_1281",1,"M","C","28",TRUE
"j_1282",0,"M","Q","16",FALSE
"j_1283",1,"M","G","16",TRUE
"j_1284",1,"S","G","16",TRUE
"j_1285",1,"S","I","16",TRUE
"j_1286",1,"S","F","16",TRUE
"j_1287",1,"S","G","16",TRUE
"j_1288",1,"S","M","16",FALSE
"j_1289",1,"M","C","16",TRUE
"j_1290",1,"L","C","30",FALSE
"j_1291",0,"M","Q","30",TRUE
"j_1292",1,"L","G","30",TRUE
"j_1293",1,"L","C","10",FALSE
"j_1294",1,"M","K.L","10",TRUE
"j_1295",1,"M","N","14",TRUE
"j_1296",0,"M","Q","30",TRUE
"j_1297",1,"L","C","30",FALSE
"j_1298",1,"L","Q","32",FALSE
"j_1299",1,"L","G","14",FALSE
"j_1300",1,"S","G","14",TRUE
"j_1301",1,"S","C","18",FALSE
"j_1302",1,"L","G","18",TRUE
"j_1303",1,"M","G","18",TRUE
"j_1304",1,"M","C","18",TRUE
"j_1305",1,"M","C","18",TRUE
"j_1306",1,"S","F","18",TRUE
"j_1307",1,"M","G","18",TRUE
"j_1308",1,"M","G","14",FALSE
"j_1309",1,"M","G","14",FALSE
"j_1310",0,"S","Q","14",TRUE
"j_1311",0,"M","Q","14",TRUE
"j_1312",1,"M","C","10",TRUE
"j_1313",1,"M","Q","14",FALSE
"j_1314",1,"M","C","22",TRUE
"j_1315",1,"L","C","22",TRUE
"j_1316",1,"L","G","22",FALSE
"j_1317",1,"L","C","22",TRUE
"j_1318",1,"S","G","22",FALSE
"j_1319",1,"L","C","32",FALSE
"j_1320",1,"L","C","22",TRUE
"j_1321",1,"L","C","22",TRUE
"j_1322",1,"M","G","22",TRUE
"j_1323",1,"M","F","32",TRUE
"j_1324",1,"M","C","32",TRUE
"j_1325",1,"L","G","32",TRUE
"j_1326",0,"M","Q","32",FALSE
"j_1327",0,"L","Q","32",FALSE
"j_1328",1,"S","F","32",TRUE
"j_1329",1,"M","C","26",TRUE
"j_1330",1,"M","C","12",TRUE
"j_1331",1,"M","G","12",FALSE
"j_1332",1,"M","G","18",FALSE
"j_1333",1,"M","C","04",TRUE
"j_1334",0,"L","O","04",TRUE
"j_1335",1,"L","C","04",FALSE
"j_1336",1,"L","F","04",TRUE
"j_1337",1,"M","N","04",FALSE
"j_1338",1,"L","C","04",FALSE
"j_1339",1,"S","F","02",TRUE
"j_1340",0,"M","Q","02",TRUE
"j_1341",1,"S","H","02",FALSE
"j_1342",1,"L","G","04",FALSE
"j_1343",1,"M","F","04",TRUE
"j_1344",1,"M","C","04",TRUE
"j_1345",1,"M","G","04",TRUE
"j_1346",1,"S","C","02",TRUE
"j_1347",1,"M","C","02",TRUE
"j_1348",1,"M","C","02",FALSE
"j_1349",1,"S","I","02",FALSE
"j_1350",1,"M","C","06",TRUE
"j_1351",1,"M","G","06",FALSE
"j_1352",0,"L","Q","08",TRUE
"j_1353",0,"L","Q","08",TRUE
"j_1354",0,"M","Q","08",TRUE
"j_1355",1,"M","I","08",TRUE
"j_1356",1,"L","C","08",TRUE
"j_1357",1,"M","C","08",TRUE
"j_1358",1,"L","C","14",FALSE
"j_1359",1,"L","C","14",FALSE
"j_1360",1,"L","I","14",FALSE
"j_1361",0,"L","Q","14",FALSE
"j_1362",0,"M","P","32",TRUE
"j_1363",1,"S","G","20",FALSE
"j_1364",1,"S","C","14",TRUE
"j_1365",0,"L","M","14",TRUE
"j_1366",1,"S","F","14",TRUE
"j_1367",0,"M","P","24",TRUE
"j_1368",0,"M","P","24",FALSE
"j_1369",1,"L","P","14",TRUE
"j_1370",1,"M","C","24",TRUE
"j_1371",1,"L","F","22",TRUE
"j_1372",1,"L","F","24",TRUE
"j_1373",1,"M","G","16",FALSE
"j_1374",1,"L","F","30",FALSE
"j_1375",1,"M","C","02",TRUE
"j_1376",1,"L","C","04",FALSE
"j_1377",1,"M","K.L","02",TRUE
"j_1378",1,"M","M","06",TRUE
"j_1379",1,"M","K.L","14",TRUE
"j_1380",1,"L","C","10",FALSE
"j_1381",1,"L","C","10",TRUE
"j_1382",1,"S","R.S","12",TRUE
"j_1383",1,"S","C","30",FALSE
"j_1384",1,"M","Q","10",TRUE
"j_1385",1,"S","F","24",TRUE
"j_1386",1,"M","F","24",TRUE
"j_1387",1,"M","F","24",TRUE
"j_1388",1,"M","G","30",TRUE
"j_1389",1,"L","C","26",FALSE
"j_1390",1,"M","C","26",TRUE
"j_1391",1,"M","C","12",TRUE
"j_1392",1,"L","C","24",TRUE
"j_1393",1,"M","F","24",TRUE
"j_1394",1,"L","C","12",FALSE
"j_1395",1,"S","H","04",FALSE
"j_1396",1,"M","G","22",FALSE
"j_1397",1,"S","F","30",TRUE
"j_1398",1,"M","C","06",TRUE
"j_1399",1,"M","C","26",TRUE
"j_1400",1,"M","F","02",TRUE
"j_1401",1,"M","G","22",TRUE
"j_1402",1,"M","N","16",FALSE
"j_1403",1,"S","C","22",TRUE
"j_1404",1,"L","H","04",TRUE
"j_1405",1,"L","C","22",FALSE
"j_1406",1,"S","F","32",TRUE
"j_1407",1,"M","C","08",TRUE
"j_1408",1,"L","C","20",FALSE
"j_1409",1,"M","C","12",FALSE
"j_1410",1,"S","F","30",TRUE
"j_1411",1,"M","C","14",TRUE
"j_1412",1,"L","G","12",FALSE
"j_1413",1,"L","F","04",TRUE
"j_1414",1,"M","F","22",TRUE
"j_1415",1,"M","D.E","14",TRUE
"j_1416",1,"L","C","14",TRUE
"j_1417",1,"L","C","24",TRUE
"j_1418",1,"L","C","02",TRUE
"j_1419",1,"M","C","30",TRUE
"j_1420",1,"M","C","02",TRUE
